year,group_a,group_b,gap,ci_lo,ci_hi,significant
2022,own_mortgage,private_rent,-3.1942701157456135,-3.338211509466624,-2.938925914733288,True
2022,own_outright,private_rent,-3.464187103671314,-3.6352167383840412,-3.2422841075644353,True
2022,own_mortgage,social_rent,-2.1410298649670825,-2.2908006047930667,-1.9516351050493543,True
2022,private_rent,social_rent,1.053240250778531,0.7713277166746553,1.2630798958616334,True
2023,own_mortgage,private_rent,-0.9131464690613367,-1.0896845169104123,-0.803469114707498,True
2024,own_mortgage,private_rent,1.1830405289558346,1.151172080337579,1.3226043212178507,True
