epoch,train_loss,val_loss,lr
66,1.931319761646647,1.8637166023254395,0.0007569755007964334
67,1.9307798808563803,1.862380027770996,0.0007502520408740414
68,1.9306713189948888,1.8618956804275513,0.0007434680686803487
69,1.9331076371130307,1.8648464679718018,0.0007366252580589836
70,1.9292741390713173,1.8638931512832642,0.0007297252973710753
71,1.9291855209339668,1.866184115409851,0.0007227698890786776
72,1.9331750880971665,1.863673210144043,0.0007157607493247106
73,1.9333142437590674,1.8673495054244995,0.0007086996075095286
74,1.9243347805817999,1.8618863821029663,0.000701588205864216
75,1.9283009753004547,1.861606240272522,0.0006944282990207192
76,1.9265529987270502,1.8596546649932861,0.0006872216535789154
77,1.938644548720352,1.8647500276565552,0.000679970047670732
78,1.93486433503963,1.8643208742141724,0.000672675270521419
79,1.928757680235452,1.860838770866394,0.0006653391220080837
80,1.9315002778693293,1.8604464530944824,0.0006579634122155987
81,1.9274372552287078,1.861951470375061,0.0006505499609899902
82,1.9399171729865254,1.861247181892395,0.0006431005974894183
83,1.9303337006129138,1.8624987602233887,0.0006356171597328592
84,1.9365448168626513,1.8617528676986694,0.0006281014941466027
85,1.932266889900497,1.8598477840423584,0.0006205554551086729
86,1.9275367964035928,1.858304500579834,0.0006129809044912883
87,1.9294768163774105,1.8607556819915771,0.0006053797112014734
88,1.9272162696146224,1.8611162900924683,0.0005977537507199335
89,1.9222915618653724,1.8608670234680176,0.0005901049046383073
90,1.9287110321708245,1.8602933883666992,0.000582435060194914
91,1.9293736949634992,1.8581860065460205,0.0005747461098091032
92,1.9208430519069124,1.858144998550415,0.0005670399506143304
93,1.934725831361808,1.8660387992858887,0.0005593184839900672
94,1.9234627217134257,1.8579281568527222,0.0005515836150926643
95,1.9268473266822257,1.8599581718444824,0.0005438372523852831
96,1.929666219130934,1.8576079607009888,0.0005360813071670099
97,1.9216138463427055,1.8594026565551758,0.0005283176931012728
98,1.931390674414559,1.8565016984939575,0.0005205483257436733
99,1.9243868641543542,1.861466407775879,0.000512775122069351
100,1.9233010195633427,1.8594731092453003,0.0005049999999999997
101,1.9218620444003685,1.859574794769287,0.0004972248779306485
102,1.9265868557330061,1.8636165857315063,0.0004894516742563261
103,1.9203324975235365,1.8586903810501099,0.0004816823068987265
104,1.9188431301714177,1.8577427864074707,0.0004739186928329895
105,1.9174020684802382,1.8573743104934692,0.00046616274761471644
106,1.923983315941654,1.8592207431793213,0.0004584163849073351
107,1.9275742353199556,1.8587709665298462,0.0004506815160099323
108,1.9148518344532623,1.8599538803100586,0.00044296004938566917
109,1.9188180580097733,1.8593453168869019,0.00043525389019089645
110,1.9203225208166355,1.860366940498352,0.0004275649398050855
111,1.9126957104969495,1.8589210510253906,0.000419895095361692
112,1.9240642485489166,1.8590720891952515,0.0004122462492800661
113,1.9302709560819948,1.8579686880111694,0.0004046202887985262
114,1.921668114533627,1.8580563068389893,0.0003970190955087114
115,1.929139948668826,1.8570142984390259,0.0003894445448913266
116,1.9213708981689555,1.8584367036819458,0.00038189850585339664
117,1.9187559972170658,1.859532356262207,0.0003743828402671402
118,1.9259896815897024,1.8579150438308716,0.0003668994025105813
