income_quintile,n,mean_actual_excess,mean_predicted_excess,mean_actual_household_inflation
1.0,1598,0.7046687161479966,-0.31427479225972876,133.62876788268883
2.0,1686,0.07044340710040381,-0.23273781087988238,132.99891678188254
3.0,1751,0.021139791071928978,0.10603215460000089,132.94594685474067
4.0,1773,-0.44568310075034745,0.2460360970525162,132.47246412164418
5.0,1613,-0.3336144311546709,0.4570029410392839,132.59199605520075
