tenure_type,n,mean_actual_excess,mean_predicted_excess,mean_actual_household_inflation
private_rent,1207,2.139996469721224,0.1966275284852684,135.05155421776456
social_rent,1115,1.2090765716140355,-0.2974520559768771,134.18917721814418
own_mortgage,3504,-0.7620651774956976,-0.0747456781316454,132.14465302186377
own_outright,2595,-1.0187028621718595,0.3005264563603613,131.90497341555647
