epoch,train_loss,val_loss,lr
1,1.653056887197814,1.2021416425704956,0.000999938933078422
2,1.2912165297602598,1.078809142112732,0.000999755747381037
3,1.1936380396980182,1.0323158502578735,0.000999450488106175
4,1.1443505228072222,1.0048433542251587,0.0009990232305719944
5,1.118276385365338,0.9958144426345825,0.0009984740801978983
6,1.093952934487018,0.98127281665802,0.0009978031724785245
7,1.072178644679548,0.9765950441360474,0.000997010672950314
8,1.0583850500103849,0.9698889851570129,0.0009960967771506664
9,1.0480519986125163,0.9722483158111572,0.0009950617105696957
10,1.049707210396701,0.9599009156227112,0.0009939057285945929
11,1.037497856785249,0.9490625262260437,0.0009926291164466126
12,1.0261708783609942,0.9533625245094299,0.0009912321891107005
13,1.017884325632918,0.9440540671348572,0.0009897152912577737
14,1.014784013537054,0.941323459148407,0.0009880787971596797
15,1.0070486452962846,0.9499505758285522,0.0009863231105968495
16,1.0107600692034824,0.9552645683288574,0.000984448664758672
17,0.9988490903484174,0.947060227394104,0.0009824559221366096
18,0.9939854861518338,0.9394555687904358,0.0009803453744100864
19,0.9966291524699004,0.9366825819015503,0.0009781175423251728
20,0.9908514110566992,0.9334787130355835,0.0009757729755661004
21,0.9821907958749586,0.9334900379180908,0.0009733122526196342
22,0.9818027571438884,0.9340106248855591,0.000970735980632341
23,0.982277994330888,0.9281154870986938,0.0009680447952607838
24,0.9679629802094122,0.9286748170852661,0.0009652393605146839
25,0.9765333213662495,0.9281390905380249,0.0009623203685930864
26,0.9714544669141006,0.9272434711456299,0.00095928853971357
27,0.9663287404424483,0.9204393625259399,0.0009561446219345448
28,0.9589469569225637,0.9302510023117065,0.0009528893909706791
29,0.9609607179728571,0.9208000302314758,0.0009495236500015041
30,0.9563004040907679,0.9234982132911682,0.0009460482294732414
31,0.9521222638460756,0.9164920449256897,0.0009424639868939027
32,0.9550625022127415,0.9187411665916443,0.0009387718066217117
33,0.9434298201096982,0.9218094944953918,0.000934972599646904
34,0.9462823392096594,0.9216903448104858,0.0009310673033669515
35,0.9480235021283655,0.9182271361351013,0.0009270568813552751
36,0.9333820841908154,0.9134039282798767,0.0009229423231234969
37,0.9271577010490613,0.9238991141319275,0.0009187246438772933
38,0.9387528327565248,0.9205942749977112,0.0009144048842659075
39,0.9328106091469901,0.9100813269615173,0.0009099841101253861
40,0.9357144274950849,0.9128983020782471,0.0009054634122155986
41,0.931136689411221,0.9072889089584351,0.0009008439059511095
42,0.9365429961602116,0.9084091782569885,0.0008961267311259663
43,0.9334315521422495,0.9100303649902344,0.0008913130516324727
44,0.9198737125766078,0.9097882509231567,0.0008864040551740151
45,0.9328173528817891,0.9058429598808289,0.0008814009529720148
46,0.9307240569687814,0.9113272428512573,0.000876304979467077
47,0.9132913059998836,0.9107148051261902,0.0008711173920144112
48,0.9240612134298161,0.9103602766990662,0.0008658394705735982
49,0.9203143331632614,0.9115628004074097,0.0008604725173927781
50,0.9235949358394983,0.9010668396949768,0.0008550178566873404
51,0.9219892250276863,0.9053176045417786,0.000849476834313195
52,0.922194199870017,0.9047513008117676,0.0008438508174347004
53,0.9142023655564699,0.9013960361480713,0.0008381411941873373
54,0.9101989715246279,0.900100827217102,0.0008323493733352072
55,0.9055999302849373,0.9058610796928406,0.0008264767839234404
56,0.913003341708945,0.8982091546058655,0.0008205248749256009
57,0.8965251921105345,0.8976492881774902,0.0008144951148861735
58,0.9057050303982429,0.8983983397483826,0.000808388991558223
59,0.9043917358432272,0.904405951499939,0.0008022080115363122
60,0.9075528877443876,0.9092752933502197,0.0007959536998847738
61,0.911707884981535,0.9025865197181702,0.0007896275997614225
62,0.9044737181346938,0.9012328386306763,0.0007832312720368043
63,0.903843903894134,0.8999323844909668,0.0007767662949090748
64,0.899094890258697,0.8988807201385498,0.0007702342635146029
65,0.9056241496207577,0.9004009962081909,0.0007636367895343943
66,0.8993658925515907,0.9069633483886719,0.0007569755007964334
67,0.9010207675356997,0.8954645395278931,0.0007502520408740414
68,0.890804721694412,0.8985820412635803,0.0007434680686803487
69,0.9056965091453664,0.89356529712677,0.0007366252580589836
70,0.9079931506067906,0.8935441970825195,0.0007297252973710753
71,0.8978954792524872,0.9017390608787537,0.0007227698890786776
72,0.9037559427541719,0.9010707139968872,0.0007157607493247106
73,0.8989143081941209,0.8989669680595398,0.0007086996075095286
74,0.8920255750368845,0.8959673047065735,0.000701588205864216
75,0.8985121955301922,0.8999356627464294,0.0006944282990207192
76,0.8944043364564167,0.8918448686599731,0.0006872216535789154
77,0.8964137710065221,0.9052655100822449,0.000679970047670732
78,0.8917841511252588,0.9054099321365356,0.000672675270521419
79,0.8975146334130006,0.9031974077224731,0.0006653391220080837
80,0.8972835402396491,0.8950321674346924,0.0006579634122155987
81,0.8822984554032712,0.9004071950912476,0.0006505499609899902
82,0.8949250467788499,0.8955700993537903,0.0006431005974894183
83,0.8896474808762794,0.9008470773696899,0.0006356171597328592
84,0.8882659242607609,0.9073858261108398,0.0006281014941466027
85,0.8896254768811539,0.8971067667007446,0.0006205554551086729
86,0.8811886838574142,0.8987939357757568,0.0006129809044912883
87,0.8932718144600374,0.898273229598999,0.0006053797112014734
88,0.8843255415714936,0.9078481197357178,0.0005977537507199335
89,0.8918594726181442,0.9022998213768005,0.0005901049046383073
90,0.8850501617551129,0.8983863592147827,0.000582435060194914
91,0.8944672601505615,0.9030416011810303,0.0005747461098091032
92,0.8816403492755484,0.9015921950340271,0.0005670399506143304
93,0.889079599252222,0.9057896137237549,0.0005593184839900672
94,0.873070738306011,0.8981033563613892,0.0005515836150926643
95,0.8752329326122175,0.9008068442344666,0.0005438372523852831
96,0.8860819287669865,0.9052000641822815,0.0005360813071670099
